,precision,recall,f1-score,support
0,1.0,1.0,1.0,9.0
1,0.0,0.0,0.0,0.0
2,1.0,1.0,1.0,6.0
3,1.0,1.0,1.0,11.0
accuracy,1.0,1.0,1.0,1.0
macro avg,0.75,0.75,0.75,26.0
weighted avg,1.0,1.0,1.0,26.0
