,precision,recall,f1-score,support
0,1.0,0.4444444444444444,0.6153846153846154,9.0
1,0.0,0.0,0.0,0.0
2,0.3333333333333333,0.75,0.46153846153846156,4.0
3,1.0,0.9230769230769231,0.96,13.0
accuracy,0.7307692307692307,0.7307692307692307,0.7307692307692307,0.7307692307692307
macro avg,0.5833333333333333,0.5293803418803419,0.5092307692307693,26.0
weighted avg,0.8974358974358976,0.7307692307692307,0.7640236686390532,26.0
