,precision,recall,f1-score,support
0,0.9,1.0,0.9473684210526315,9.0
1,0.0,0.0,0.0,0.0
2,1.0,0.8333333333333334,0.9090909090909091,6.0
3,1.0,1.0,1.0,11.0
accuracy,0.9615384615384616,0.9615384615384616,0.9615384615384616,0.9615384615384616
macro avg,0.725,0.7083333333333334,0.7141148325358851,26.0
weighted avg,0.9653846153846154,0.9615384615384616,0.9608023555391976,26.0
