,precision,recall,f1-score,support
0,1.0,0.8888888888888888,0.9411764705882353,9.0
1,0.0,0.0,0.0,0.0
2,0.6666666666666666,0.6666666666666666,0.6666666666666666,6.0
3,1.0,0.9090909090909091,0.9523809523809523,11.0
accuracy,0.8461538461538461,0.8461538461538461,0.8461538461538461,0.8461538461538461
macro avg,0.6666666666666666,0.6161616161616161,0.6400560224089635,26.0
weighted avg,0.9230769230769231,0.8461538461538461,0.8825684119801767,26.0
