run_dir,model_id,group,prompt_stage,temperature,top_p,seed,acc_strict,acc_strict_ci_lo,acc_strict_ci_hi,acc_relaxed,acc_relaxed_ci_lo,acc_relaxed_ci_hi,kappa_strict_nom,kappa_strict_quad,kappa_relaxed_nom,kappa_relaxed_quad,kappa_s_nom_ci_lo,kappa_s_nom_ci_hi,kappa_s_quad_ci_lo,kappa_s_quad_ci_hi,kappa_r_nom_ci_lo,kappa_r_nom_ci_hi,kappa_r_quad_ci_lo,kappa_r_quad_ci_hi,bias_mean,bias_ci_lo,bias_ci_hi,tolerated_offdiag_total,macro_f1_strict,weighted_f1_strict,matches_correct,prompt_text,StageCanon,Model,Group,T,IterCanon,pearson_strict,pearson_relaxed,abs_bias
GPT_All\GPT4.1_Zero_Shot_All\Group1_All\gpt-4.1_Zero_Shot_Group1_Temp_0.7_topP_0.95,GPT-4.1,Group1,zero-shot,0.7,0.95,42424242,0.9231,0.7586,0.9786,0.9615,0.8111,0.9932,0.8667,0.919,0.9343,0.9581,0.6837,1.0,0.7846,1.0,0.7931,1.0,0.8527,1.0,0.0,-0.2308,0.2308,1,0.6388888888888888,0.9230769230769232,24,Using the memo grade the 26 students graphs X/3.,Zero-shot,GPT-4.1,Group1,0.7,,,,0.0
GPT_All\GPT4.1_Zero_Shot_All\Group1_All\gpt-4.1_Zero_Shot_Group1_Temp_0.7_topP_0.9,GPT-4.1,Group1,zero-shot,0.7,0.9,42424242,0.8846,0.7102,0.96,0.9231,0.7586,0.9786,0.8035,0.9683,0.866,0.9795,0.6035,1.0,0.9264,1.0,0.6814,1.0,0.944,1.0,0.1154,0.0,0.2308,1,0.6601293103448276,0.9150862068965518,23,Using the memo grade the 26 students graphs X/3.,Zero-shot,GPT-4.1,Group1,0.7,,,,0.1154
GPT_All\GPT4.1_Zero_Shot_All\Group1_All\gpt-4.1_Zero_Shot_Group1_Temp_0.5_topP_0.95,GPT-4.1,Group1,zero-shot,0.5,0.95,42424242,0.8846,0.7102,0.96,0.9615,0.8111,0.9932,0.8055,0.9077,0.9343,0.9581,0.5895,1.0,0.7644,1.0,0.7931,1.0,0.8527,1.0,-0.0385,-0.2692,0.1923,2,0.6058201058201058,0.8921448921448921,23,Using the memo grade the 26 students graphs X/3.,Zero-shot,GPT-4.1,Group1,0.5,,,,0.0385
GPT_All\GPT4.1_Zero_Shot_All\Group1_All\gpt-4.1_Zero_Shot_Group1_Temp_0.8_topP_0.95,GPT-4.1,Group1,zero-shot,0.8,0.95,42424242,0.5769,0.3895,0.7446,0.6923,0.5001,0.835,0.4269,0.8554,0.5574,0.9033,0.2325,0.636,0.757,0.9191,0.3398,0.7729,0.8227,0.9567,0.0385,-0.1923,0.2692,3,0.4570158102766798,0.6574186682882335,15,Using the memo grade the 26 students graphs X/3.,Zero-shot,GPT-4.1,Group1,0.8,,,,0.0385
GPT_All\GPT4.1_Zero_Shot_All\Group1_All\gpt-4.1_Zero_Shot_Group1_Temp_0.7_topP_0.85,GPT-4.1,Group1,zero-shot,0.7,0.85,42424242,0.5,0.3206,0.6794,0.8077,0.6212,0.9149,0.324,0.8231,0.7025,0.9469,0.1195,0.5218,0.6844,0.9091,0.4694,0.9144,0.8791,0.9855,-0.5385,-0.7692,-0.3462,8,0.347953216374269,0.567251461988304,13,Using the memo grade the 26 students graphs X/3.,Zero-shot,GPT-4.1,Group1,0.7,,,,0.5385
GPT_All\GPT4.1_Zero_Shot_All\Group1_All\gpt-4.1_Zero_Shot_Group1_Temp_0.6_topP_0.95,GPT-4.1,Group1,zero-shot,0.6,0.95,42424242,0.5,0.3206,0.6794,0.5385,0.3546,0.7124,0.386,0.4848,0.4619,0.5231,0.0657,0.7062,0.0493,0.8493,0.1169,0.7912,0.081,0.8714,0.8462,0.0385,1.6923,1,0.3887362637362637,0.5707945900253593,13,Using the memo grade the 26 students graphs X/3.,Zero-shot,GPT-4.1,Group1,0.6,,,,0.8462
GPT_All\GPT4.1_Zero_Shot_All\Group1_All\gpt-4.1_Zero_Shot_Group1_Temp_0.9_topP_0.95,GPT-4.1,Group1,zero-shot,0.9,0.95,42424242,0.3077,0.165,0.4999,0.3462,0.1941,0.5378,-0.1471,-0.0854,-0.1134,-0.056,-0.3198,0.0319,-0.3762,0.2346,-0.2919,0.0663,-0.3452,0.2624,0.5385,-0.1538,1.1923,1,0.1290322580645161,0.2779156327543424,8,Using the memo grade the 26 students graphs X/3.,Zero-shot,GPT-4.1,Group1,0.9,,,,0.5385
