,precision,recall,f1-score,support
0,1.0,0.8888888888888888,0.9411764705882353,9.0
1,0.0,0.0,0.0,0.0
2,0.5,0.6666666666666666,0.5714285714285714,3.0
3,0.9230769230769231,0.8571428571428571,0.8888888888888888,14.0
accuracy,0.8461538461538461,0.8461538461538461,0.8461538461538461,0.8461538461538461
macro avg,0.6057692307692308,0.6031746031746031,0.6003734827264239,26.0
weighted avg,0.900887573964497,0.8461538461538461,0.8703583997701644,26.0
