,precision,recall,f1-score,support
0,0.8888888888888888,0.8888888888888888,0.8888888888888888,9.0
1,0.0,0.0,0.0,0.0
2,0.5,0.3333333333333333,0.4,3.0
3,1.0,0.8571428571428571,0.9230769230769231,14.0
accuracy,0.8076923076923077,0.8076923076923077,0.8076923076923077,0.8076923076923077
macro avg,0.5972222222222222,0.5198412698412698,0.552991452991453,26.0
weighted avg,0.9038461538461539,0.8076923076923077,0.850887573964497,26.0
