,precision,recall,f1-score,support
0,0.8333333333333334,0.5555555555555556,0.6666666666666666,9.0
1,0.0,0.0,0.0,0.0
2,1.0,0.16666666666666666,0.2857142857142857,6.0
3,0.9166666666666666,1.0,0.9565217391304348,11.0
accuracy,0.6538461538461539,0.6538461538461539,0.6538461538461539,0.6538461538461539
macro avg,0.6875,0.4305555555555556,0.4772256728778468,26.0
weighted avg,0.907051282051282,0.6538461538461539,0.7013855709507884,26.0
