,precision,recall,f1-score,support
0,0.75,0.3333333333333333,0.46153846153846156,9.0
1,0.0,0.0,0.0,0.0
2,0.3333333333333333,0.6666666666666666,0.4444444444444444,3.0
3,1.0,0.7142857142857143,0.8333333333333334,14.0
accuracy,0.5769230769230769,0.5769230769230769,0.5769230769230769,0.5769230769230769
macro avg,0.5208333333333333,0.4285714285714286,0.43482905982905984,26.0
weighted avg,0.8365384615384616,0.5769230769230769,0.6597633136094674,26.0
