,precision,recall,f1-score,support
0,1.0,0.7777777777777778,0.875,9.0
1,0.0,0.0,0.0,0.0
2,0.8333333333333334,0.8333333333333334,0.8333333333333334,6.0
3,0.9090909090909091,0.9090909090909091,0.9090909090909091,11.0
accuracy,0.8461538461538461,0.8461538461538461,0.8461538461538461,0.8461538461538461
macro avg,0.6856060606060607,0.6300505050505051,0.6543560606060607,26.0
weighted avg,0.9230769230769231,0.8461538461538461,0.8798076923076923,26.0
