,precision,recall,f1-score,support
0,0.8,0.4444444444444444,0.5714285714285714,9.0
1,0.0,0.0,0.0,0.0
2,0.4,0.6666666666666666,0.5,3.0
3,0.7333333333333333,0.7857142857142857,0.7586206896551724,14.0
accuracy,0.6538461538461539,0.6538461538461539,0.6538461538461539,0.6538461538461539
macro avg,0.4833333333333334,0.4742063492063492,0.45751231527093594,26.0
weighted avg,0.7179487179487178,0.6538461538461539,0.6639825691549829,26.0
