run_dir,stage,T,top_p,n,acc_strict,acc_relaxed,bias_mean,pearson_strict,pearson_relaxed_remap,kappa_strict_nom,kappa_strict_quad,kappa_relaxed_nom,kappa_relaxed_quad
GPT5_GraphBatch_Zero_Shot_Group2_PROPER1_EffortHigh_VerbosityHigh,Zero-shot,,,26,0.8076923076923077,0.9230769230769231,-0.23076923076923078,0.8707317828972677,0.9239771539186534,0.6933962264150944,0.8584758942457231,0.875598086124402,0.9179810725552051
GPT5_GraphBatch_Zero_Shot_Group2_PROPER1_EffortHigh_VerbosityLow,Zero-shot,,,26,0.8076923076923077,0.9615384615384616,-0.19230769230769232,0.8969038060673716,0.9607831302394187,0.6912114014251782,0.8880187940485514,0.9356435643564357,0.9592476489028214
GPT5_GraphBatch_Zero_Shot_Group2_PROPER1_EffortLow_VerbosityHigh,Zero-shot,,,26,0.6923076923076923,0.8076923076923077,-0.19230769230769232,0.8322129911454066,0.884116570029976,0.5196304849884527,0.8233413269384493,0.6941176470588236,0.8823045267489713
