,precision,recall,f1-score,support
0,0.8571428571428571,0.6666666666666666,0.75,9.0
1,0.0,0.0,0.0,0.0
2,0.5,0.16666666666666666,0.25,6.0
3,0.9090909090909091,0.9090909090909091,0.9090909090909091,11.0
accuracy,0.6538461538461539,0.6538461538461539,0.6538461538461539,0.6538461538461539
macro avg,0.5665584415584416,0.43560606060606055,0.4772727272727273,26.0
weighted avg,0.7967032967032968,0.6538461538461539,0.7019230769230769,26.0
