kappa_strict_nom,kappa_strict_quad,kappa_relaxed_nom,kappa_relaxed_quad
0.6889952153110048,0.9111111111111111,0.803030303030303,0.9361702127659575
0.6962616822429906,0.9107296137339056,0.8693467336683417,0.9777587681779298
0.5919282511210762,0.8377535101404057,0.8638743455497382,0.9813218390804598
0.5272727272727272,0.8248704663212435,0.6829268292682926,0.86652977412731
0.5517241379310345,0.7805907172995781,0.8111380145278451,0.9331619537275064
0.43027888446215135,0.836036036036036,0.8235294117647058,0.9679012345679012
0.5438596491228069,0.8311688311688312,0.7523809523809524,0.8845470692717584
0.7719298245614035,0.9541446208112875,0.9402298850574713,0.9889737065309584
0.5666666666666667,0.8141295206055509,0.7657657657657657,0.8959167333867093
0.6148148148148148,0.8946894689468947,0.7952755905511811,0.9319965126416739
0.8156028368794326,0.9287671232876712,0.9345088161209067,0.9882352941176471
0.5282258064516129,0.7479224376731302,0.7678571428571429,0.8873483535528597
0.7668161434977578,0.9545851528384279,0.8215102974828375,0.9669211195928753
0.5165289256198348,0.8278905560458959,0.8215102974828375,0.9664660361134996
0.48908296943231433,0.8144329896907216,0.7419354838709677,0.9313207547169812
0.4926829268292683,0.8157894736842105,0.7784090909090909,0.9232283464566929
0.6813725490196079,0.8817204301075269,0.9289617486338798,0.9894736842105263
0.6659528907922911,0.836272040302267,0.9367396593673966,0.9604562737642586
0.6119402985074627,0.8609053497942387,0.8198614318706697,0.9694117647058823
0.516279069767442,0.7737162750217581,0.6649484536082475,0.8793248945147679
0.4560669456066946,0.830204081632653,0.6548672566371682,0.8762886597938144
0.5263157894736843,0.8251121076233184,0.7729257641921397,0.9246064623032312
0.7729257641921397,0.9228159457167091,1.0,1.0
0.7450980392156863,0.9572719802793755,1.0,1.0
0.6267942583732058,0.925,0.8025316455696203,0.9637883008356546
0.6541019955654102,0.8266666666666667,0.8125,0.900763358778626
0.7072072072072072,0.9112627986348123,0.8147268408551069,0.9679012345679012
0.7547169811320754,0.8682774746687452,0.8092909535452323,0.9092319627618308
0.8663239074550129,0.9782426778242678,0.9326424870466321,0.989010989010989
0.4776785714285715,0.7511394712853237,0.6790123456790124,0.8712871287128713
0.5546038543897216,0.8227746591820368,0.7052154195011338,0.8892331525948877
0.4503171247357294,0.7887082976903336,0.6320754716981132,0.8766798418972332
0.6285714285714286,0.9010989010989011,0.7989690721649485,0.967032967032967
0.6933962264150944,0.8885424785658612,0.8083538083538083,0.9390148553557467
0.6052060737527114,0.7780772686433064,0.8156028368794326,0.8917668825161887
0.5648535564853556,0.8493377483443709,0.8725490196078431,0.9523809523809523
0.8235294117647058,0.9679012345679012,0.880184331797235,0.9789644012944984
0.48344370860927144,0.8165569143932268,0.868020304568528,0.9094076655052264
0.6239669421487604,0.8209982788296042,0.8266666666666667,0.9044897959183673
0.5038167938931297,0.803030303030303,0.8869565217391304,0.9772329246935202
0.5755102040816327,0.7775876817792986,0.7155361050328228,0.8526315789473684
0.8138424821002387,0.9415730337078652,0.8719211822660098,0.9521707137601177
0.4628099173553718,0.828665568369028,0.6405529953917051,0.8807339449541285
0.6517857142857144,0.8741935483870968,0.8097560975609757,0.9699306090979183
0.5955555555555555,0.8644747393744988,0.8106796116504854,0.9401840490797546
0.5611814345991561,0.78369384359401,0.8686868686868687,0.9800307219662059
0.5789473684210527,0.8387953941541186,0.8300653594771241,0.9302949061662198
0.6077586206896552,0.7667610953729933,0.8156028368794326,0.8917668825161887
0.6563876651982379,0.8931506849315068,0.9365853658536585,0.9889549702633815
0.764172335600907,0.8620408163265306,0.8755980861244019,0.917981072555205
0.4823008849557522,0.8222424794895169,0.7908847184986595,0.9300448430493273
0.5720164609053497,0.8657276995305164,0.8231292517006803,0.9351620947630923
0.5367483296213807,0.7779675491033304,0.7952755905511811,0.9319965126416739
0.7340153452685423,0.9196822594880847,1.0,1.0
0.6381709741550696,0.7901109989909183,0.8364779874213837,0.8856304985337243
0.4526315789473685,0.6039173014145811,0.6897374701670644,0.7605633802816901
0.7450980392156863,0.9592476489028213,0.8686868686868687,0.9800307219662059
0.6616052060737527,0.8354430379746836,0.9367396593673966,0.9902475618904726
0.5783783783783784,0.7735191637630662,0.6285714285714286,0.8291517323775388
0.748792270531401,0.9305873379099924,0.8706467661691543,0.9513836948391923
0.5639412997903563,0.8413251961639059,0.764172335600907,0.9253486464315013
0.7245762711864407,0.9394221808014912,0.8854625550660793,0.9773519163763066
0.7186147186147187,0.8333333333333334,0.8787878787878788,0.9397590361445783
0.6478555304740405,0.8658641444539983,0.8129496402877698,0.9345088161209067
0.6224066390041494,0.8534258456201215,0.7210300429184548,0.8787107718405428
0.7173913043478262,0.9128978224455612,0.7719298245614035,0.9234650967199327
0.6160337552742616,0.8283828382838284,0.8773584905660378,0.9799691833590138
0.42800000000000005,0.7762478485370052,0.8719211822660098,0.9809384164222874
0.5797979797979798,0.7725284339457568,0.825503355704698,0.9368421052631579
0.4314115308151094,0.8607594936708861,0.7719298245614035,0.9536541889483066
0.8211009174311927,0.9213709677419355,0.8790697674418605,0.9334698055271239
0.5864811133200796,0.8557013118062563,0.7846790890269151,0.9110459433040078
0.43027888446215135,0.840630472854641,0.7058823529411764,0.9182389937106918
0.43253968253968245,0.8056288478452067,0.701834862385321,0.9495733126454616
0.6,0.757532281205165,0.87,0.9568106312292359
0.6919431279620853,0.9513836948391923,0.8652849740932642,0.9815994338287332
0.665236051502146,0.9010989010989011,0.7186147186147187,0.9117147707979627
0.6805896805896805,0.792,0.8631578947368421,0.8720787207872078
0.6438356164383562,0.9398148148148148,0.9367396593673966,0.9902475618904726
0.4693877551020408,0.8084714548802947,0.8160377358490567,0.9362745098039216
0.7085201793721974,0.8174523570712137,0.8734793187347932,0.932920536635707
0.5806451612903225,0.8311688311688312,0.8590785907859079,0.9510910458991723
0.7104677060133631,0.9484536082474226,0.8202764976958525,0.9696969696969697
0.6077586206896552,0.832258064516129,0.8142857142857143,0.912751677852349
0.6346604215456675,0.9080911233307148,0.8020304568527918,0.9428989751098097
0.6102783725910064,0.8602150537634409,0.7662921348314606,0.9278350515463918
0.4560669456066946,0.8124436429215509,0.8129496402877698,0.9345088161209067
0.7078651685393258,0.9482071713147411,0.8761904761904762,0.9801526717557252
0.6652360515021458,0.8712871287128713,0.8776470588235294,0.9502677888293802
0.5806451612903226,0.8161044613710555,0.6933962264150944,0.8486772486772487
0.5448577680525164,0.8236233040702314,0.8015267175572519,0.9426048565121413
0.5448577680525164,0.8862370723945903,0.745721271393643,0.9331373989713446
0.6766169154228856,0.9161290322580645,0.8567493112947658,0.9502677888293802
0.5458515283842794,0.843238587424634,0.7570093457943925,0.8884120171673819
0.5755102040816327,0.8251681075888568,0.7668161434977578,0.953941541186891
0.472972972972973,0.8169014084507042,0.6285714285714286,0.8583106267029973
0.6700507614213198,0.9300322927879441,1.0,1.0
0.6454545454545455,0.9313380281690141,0.7570093457943925,0.955249569707401
0.6020408163265306,0.8401639344262295,0.7784090909090909,0.9232283464566929
0.4616977225672878,0.8035882908404155,0.8129496402877698,0.9345088161209067
0.4347826086956522,0.787321063394683,0.6422018348623855,0.8333333333333334
0.5806451612903226,0.8754789272030652,0.867007672634271,0.942630185348632
0.7541371158392435,0.8930041152263375,0.9338422391857506,0.9573420836751436
0.70917225950783,0.9333333333333333,0.8190255220417634,0.9620253164556962
0.3532338308457712,0.6689814814814815,0.6096096096096096,0.8454054054054054
0.6875,0.9438202247191011,0.7989690721649485,0.967032967032967
0.6086021505376344,0.8478847884788479,0.7045454545454546,0.9084507042253521
0.7662921348314606,0.9238493723849373,0.9385342789598109,0.9580306698950767
0.6294536817102137,0.9119638826185101,0.929539295392954,0.9907997169143666
0.505938242280285,0.8451063829787234,0.7196765498652291,0.923076923076923
0.5031847133757961,0.7775061124694377,0.8035264483627205,0.9155234657039711
0.4876847290640395,0.7481044650379107,0.695906432748538,0.8917568692756037
0.6548672566371682,0.845360824742268,0.8106796116504854,0.9401840490797546
0.59375,0.8951612903225806,0.9329896907216495,0.9903632320237212
0.45945945945945943,0.7939949958298582,0.6889952153110048,0.9208523592085236
0.5900900900900901,0.8806244260789715,0.8706467661691543,0.9782062028499581
0.5402750491159136,0.7474560592044404,0.776824034334764,0.8855633802816901
0.5,0.7984496124031008,0.7336065573770492,0.9033457249070632
0.47178329571106103,0.7529691211401425,0.7765042979942693,0.9410430839002267
0.4347826086956521,0.7397737162750218,0.7657657657657657,0.8959167333867093
0.46058091286307046,0.7291666666666666,0.867007672634271,0.942630185348632
0.7744034707158352,0.9554413024850043,0.9403669724770642,0.9893704006541292
0.5639412997903563,0.8461538461538461,0.8202764976958525,0.9086651053864169
0.6623376623376623,0.8692372170997485,0.8796296296296297,0.9467649467649468
0.5946547884187081,0.8549356223175966,0.7463414634146341,0.957131079967024
0.7668161434977578,0.8895497026338148,0.8796296296296297,0.9476228847703465
0.3894324853228963,0.6653956148713059,0.6008771929824561,0.8070500927643784
0.6962616822429906,0.9107296137339056,0.8111380145278451,0.9331619537275064
0.6533333333333333,0.8287971905179983,0.8737864077669903,0.941282746160795
0.5404040404040404,0.7192982456140351,0.8395061728395061,0.9019607843137255
0.45833333333333337,0.8283828382838284,0.8719211822660098,0.9809384164222874
0.6240963855421686,0.8654012079378774,0.7941952506596306,0.9655172413793104
0.7052154195011338,0.8832653061224489,0.9356435643564356,0.9592476489028213
0.5982339955849889,0.9257142857142857,0.8129496402877698,0.9708302169035153
0.7263157894736842,0.9010654490106544,0.8567493112947658,0.9502677888293802
0.7620137299771167,0.8872366790582404,0.8776470588235294,0.921968787515006
0.6052060737527114,0.7894288150042625,0.8125,0.900763358778626
0.42685370741482964,0.8248315688161694,0.7688888888888888,0.9508041627246925
0.5882352941176471,0.8604459124690339,0.7511961722488039,0.8962490023942538
0.6204379562043796,0.9027431421446384,0.7270341207349081,0.9261962692619627
0.7444717444717445,0.9199648197009674,1.0,1.0
0.6593886462882097,0.8589511754068716,0.8773584905660378,0.9445865302642796
0.7614678899082569,0.9206625980819529,0.9362745098039216,0.9887445887445887
0.47208121827411165,0.7705207413945279,0.6848484848484848,0.9206625980819529
0.43700787401574803,0.8,0.8258928571428572,0.9355371900826446
0.5621052631578947,0.8461538461538461,0.7620137299771167,0.9278350515463918
0.39181286549707595,0.7542754275427543,0.6160337552742616,0.8534258456201214
0.5224489795918368,0.7057837384744342,0.5648535564853556,0.7543138866064092
0.5315315315315315,0.8509418509418509,0.8092909535452323,0.9092319627618308
0.44798301486199577,0.8631578947368421,0.6912114014251782,0.9510910458991724
0.532133676092545,0.7090694935217903,0.6486486486486487,0.7327690447400241
0.48908296943231444,0.8016949152542373,0.9250720461095101,0.9900839054157132
0.6976744186046512,0.9504950495049505,0.934010152284264,0.9906542056074766
0.4,0.6756756756756757,0.6168421052631579,0.8266666666666667
0.5625,0.8110808356039964,0.74,0.8554319931565441
0.553921568627451,0.6268656716417911,0.6486486486486487,0.7327690447400241
0.6176470588235294,0.8445262189512419,0.8177570093457944,0.9653333333333334
0.6069114470842332,0.8947368421052632,0.9371980676328502,0.9902912621359223
0.52073732718894,0.8522727272727273,0.7903225806451613,0.9385826771653544
0.6933962264150944,0.8933631618195377,0.9304812834224598,0.9909784871616932
0.5478260869565217,0.9120135363790186,0.7065462753950339,0.9449618966977138
0.5656324582338901,0.8354430379746836,0.8505747126436781,0.9758588672237697
0.553921568627451,0.8966613672496025,0.8470588235294118,0.981021897810219
0.6517857142857144,0.8751000800640513,0.8120481927710843,0.941397445529677
0.5368956743002544,0.8388941849380362,0.7127071823204421,0.8863636363636364
0.6026200873362446,0.875,0.7652370203160271,0.9090909090909091
0.7078651685393258,0.8647114474929044,0.7603686635944701,0.8783910196445276
0.5146666666666666,0.9125840537944284,0.7111111111111111,0.9531531531531532
0.5185185185185186,0.7961672473867596,0.8173302107728337,0.9051094890510949
0.6694915254237288,0.8593327321911632,0.8785046728971962,0.9779847586790855
0.703872437357631,0.8402107111501317,0.7547169811320754,0.8860648553900088
0.6796714579055442,0.8802456499488229,0.8859649122807017,0.9338758901322483
0.7098214285714286,0.9139072847682119,0.8737864077669903,0.9792
0.3500000000000001,0.5711340206185567,0.6816326530612244,0.789568345323741
0.4693877551020408,0.7120590648072189,0.7908847184986595,0.8780297107114934
0.5910112359550561,0.8983580922595777,0.8147268408551069,0.970917225950783
0.37972166998011925,0.782608695652174,0.6616052060737527,0.88
0.7257383966244726,0.8652214891611687,0.774891774891775,0.9148737137511693
0.5767441860465117,0.7978620019436347,0.8,0.8888888888888888
0.4726166328600405,0.8134529147982063,0.7709251101321586,0.8895497026338148
0.6722689075630253,0.8326180257510729,0.7216274089935759,0.8461538461538461
0.5979381443298969,0.85,0.7189189189189189,0.8735408560311284
0.5517241379310345,0.8093183779119931,0.6983758700696056,0.8843977364591754
0.5114822546972859,0.7632263660017347,0.6941176470588235,0.9138359569179785
0.7386934673366834,0.9484638255698712,0.796875,0.9616519174041298
0.5052854122621564,0.8129496402877698,0.7475728155339806,0.9050401753104456
0.42079207920792083,0.7781569965870307,0.7699115044247788,0.9172852598091199
0.675,0.8876080691642652,0.8834080717488789,0.9773519163763066
0.6701902748414377,0.8345705196182397,0.7739130434782608,0.8618490967056323
0.6160337552742616,0.8209982788296042,0.7098214285714286,0.8493377483443709
0.6418732782369145,0.8768303186907839,0.8456973293768546,0.9448685326547922
0.7045454545454546,0.8623676612127045,0.9358024691358025,0.9485657764589516
0.6080402010050252,0.8552875695732839,0.7248677248677249,0.9130850047755492
0.9386792452830188,0.98973954222573,1.0,1.0
0.75,0.9267900241351569,0.8064516129032258,0.938046068308181
0.5910112359550561,0.7897872340425531,0.7541371158392435,0.8518843120070114
0.7851239669421488,0.9505703422053232,0.9432314410480349,0.9879294336118849
0.44798301486199565,0.8503100088573959,0.8160377358490567,0.9362745098039216
0.59375,0.8539325842696629,0.7989690721649485,0.967032967032967
0.3130081300813009,0.7295188556566969,0.6422018348623852,0.8980392156862745
0.47895791583166336,0.8321747765640517,0.8215102974828375,0.9664660361134996
0.6111111111111112,0.8292282430213465,0.8746987951807229,0.9483717235901509
0.7130242825607064,0.9408553230209281,1.0,1.0
0.36226415094339626,0.5797705943691345,0.7104677060133631,0.8300653594771241
0.7198275862068966,0.9094076655052264,0.8211009174311927,0.9342327150084317
0.5185185185185186,0.8123195380173244,0.8767772511848341,0.9435273675065161
0.6208333333333333,0.8876404494382022,0.8807339449541285,0.979315831344471
0.6111111111111112,0.8629359286293593,0.6578947368421053,0.9069212410501193
0.4526315789473684,0.7819947043248014,0.5946547884187081,0.8549356223175966
0.41393442622950827,0.7240816326530612,0.5063291139240507,0.7807228915662651
0.5991189427312775,0.9244813278008299,0.9362745098039216,0.9900687547746371
0.5767441860465117,0.7772768259693417,0.9275766016713092,0.950523311132255
0.5010660980810235,0.8408163265306122,0.6904761904761905,0.9214501510574018
0.6666666666666667,0.8970976253298153,0.7668161434977578,0.9564124056999161
0.5367483296213809,0.8184059161873459,0.7393483709273183,0.9299461123941494
0.6997690531177829,0.885691446842526,0.8755980861244019,0.917981072555205
0.6919431279620853,0.9515287099179717,0.7463414634146341,0.9619047619047619
0.5840000000000001,0.7690941385435168,0.7297297297297297,0.8069868995633188
0.5388026607538803,0.8828828828828829,0.6844660194174756,0.9493374902572097
0.6034858387799564,0.8536796536796537,0.8160377358490567,0.9362745098039216
0.5546038543897216,0.839647577092511,0.8129496402877698,0.9345088161209067
0.5084033613445378,0.8075657894736843,0.7045454545454546,0.8892331525948877
0.6231884057971014,0.7293921731890092,0.764172335600907,0.8620408163265306
0.40458015267175573,0.7725947521865889,0.6637931034482758,0.8709677419354839
0.7136563876651982,0.8422876949740035,0.8785046728971962,0.9121621621621622
0.543859649122807,0.9133333333333333,0.8088235294117647,0.9696024941543258
0.5675675675675675,0.8618357487922705,0.880184331797235,0.9761248852157943
0.7058823529411764,0.8890612878200155,0.8133971291866029,0.9417910447761194
0.7463414634146341,0.957131079967024,0.9306666666666666,0.9898516783762685
0.5251141552511416,0.8853247794707297,0.7360406091370558,0.9595330739299611
0.4347826086956521,0.7397737162750218,0.9362745098039216,0.9900687547746371
0.47651006711409394,0.7966631908237748,0.6320754716981132,0.8429003021148036
0.40092165898617516,0.6984126984126984,0.9150326797385621,0.9834815756035579
0.625,0.8577680525164113,0.9246376811594204,0.964649898028552
0.6578947368421053,0.9394221808014912,0.8539325842696629,0.9765554553651938
0.6329411764705882,0.8830584707646176,0.8693467336683417,0.9631205673758865
0.32534930139720564,0.5986769570011026,0.6422018348623854,0.791889007470651
0.6645161290322581,0.9340659340659341,0.7709251101321586,0.9568464730290457
0.6517857142857144,0.8668941979522184,0.8151658767772512,0.9353233830845771
0.5666666666666667,0.8819157720891825,0.8719211822660098,0.9521707137601177
0.6270491803278688,0.7835232252410167,0.9396751740139211,0.9549783549783549
0.6278118609406953,0.8430826369545033,0.9399538106235565,0.989103101424979
0.390625,0.6116182572614107,0.7078651685393258,0.829869130100077
0.5574468085106383,0.8468013468013468,0.8755980861244019,0.9800613496932515
0.703872437357631,0.9492583918813428,0.9367396593673966,0.9902475618904726
0.8211009174311927,0.9696498054474708,0.9392523364485981,0.98989898989899
0.5329341317365268,0.7721518987341772,0.7228144989339019,0.8596663395485771
0.6687898089171975,0.8992248062015504,0.8289473684210527,0.9341216216216216
0.5593220338983051,0.87973086627418,0.8719211822660098,0.9519586104951958
0.7994858611825193,0.9627507163323782,0.9295392953929539,0.9881710646041856
0.7004608294930876,0.9487785657998424,1.0,1.0
0.5844748858447488,0.8260869565217391,0.6422018348623852,0.8351648351648352
0.6262833675564681,0.845096241979835,0.8823529411764706,0.9775862068965517
0.5294117647058824,0.9207920792079208,0.7333333333333334,0.963302752293578
0.3896713615023475,0.6333333333333333,0.4876847290640395,0.6542553191489362
0.579676674364896,0.7849017580144778,0.8,0.8888888888888888
0.5702479338842974,0.8393645189761695,0.7625570776255708,0.957131079967024
0.5693581780538302,0.9111870196413322,0.7123893805309734,0.9465899753492194
0.5528255528255528,0.8846495119787046,0.8571428571428571,0.9772129710780018
0.6524064171122994,0.8921161825726142,0.8395061728395061,0.9730848861283644
0.7603686635944701,0.9289617486338798,1.0,1.0
0.7004608294930876,0.9027128157156221,0.9345088161209067,0.9882352941176471
0.6763485477178424,0.9214501510574018,0.9417040358744395,0.9883824843610366
0.8181818181818181,0.9064748201438849,0.9356435643564356,0.9592476489028213
0.6422018348623854,0.8815489749430524,0.7475728155339806,0.9050401753104456
0.6976744186046512,0.9162640901771336,1.0,1.0
0.5031847133757961,0.8182665424044735,0.8111380145278451,0.9331619537275064
0.6070528967254408,0.891566265060241,0.7908847184986595,0.9300448430493273
0.5666666666666667,0.7502401536983669,0.7142857142857143,0.8185443668993021
0.6184486373165619,0.9214840379637619,0.8834080717488789,0.9784768211920529
0.4127310061601642,0.7575020275750203,0.8020304568527918,0.9144111192392099
0.543859649122807,0.8722073279714031,0.8054862842892768,0.9687750200160128
0.755868544600939,0.8622656886715566,0.8725490196078431,0.914543960558751
0.6184486373165619,0.8901098901098901,0.764172335600907,0.9278350515463918
0.6502242152466368,0.8340425531914893,0.8703241895261845,0.9449618966977138
0.7004608294930876,0.8630549285176825,0.9341772151898734,0.9624005784526392
0.5497835497835498,0.8416013925152306,0.7570093457943925,0.8917568692756037
0.5789473684210527,0.8334858188472095,0.8270509977827051,0.9336170212765957
0.6168421052631579,0.7879828326180257,0.8755980861244019,0.917981072555205
0.5377777777777777,0.7884458909682669,0.74,0.9012908124525436
0.5882352941176471,0.7758620689655172,0.7974025974025973,0.9116981132075472
0.5336322869955157,0.9121621621621622,0.7386934673366834,0.9596273291925466
0.59375,0.8705179282868526,0.8088235294117647,0.9230769230769231
0.6380510440835268,0.9054163298302345,0.8673469387755102,0.9797665369649805
0.3822894168466522,0.7374890254609306,0.7134986225895317,0.9212121212121213
0.6294536817102139,0.81044957472661,0.7425742574257426,0.8385093167701864
0.7636363636363637,0.8946515397082658,0.8746987951807229,0.9483717235901509
0.695906432748538,0.8613617719442166,0.8289473684210527,0.914543960558751
0.6050632911392405,0.8944995491433724,0.6551724137931034,0.9409627611262489
0.5900900900900902,0.8828828828828829,0.865979381443299,0.9785831960461285
0.7636363636363637,0.9132507149666349,1.0,1.0
0.5772357723577237,0.8342440801457195,0.8281938325991189,0.9320557491289199
0.558252427184466,0.8929159802306426,0.7903225806451613,0.9385826771653544
0.5737704918032787,0.7776049766718507,0.6338028169014085,0.8515497553017944
0.5,0.8346055979643766,0.6486486486486487,0.8722358722358723
0.6955503512880562,0.8682027649769586,0.7469586374695865,0.9158186864014801
0.4120603015075377,0.6513409961685823,0.5642458100558659,0.7200956937799043
0.6608695652173913,0.8413344182262001,0.9362745098039216,0.9899768696993061
0.4245472837022132,0.6927029804727647,0.8734793187347932,0.932920536635707
0.5084033613445378,0.8392415498763397,0.7581395348837209,0.9012158054711247
0.6470588235294117,0.8979947689625108,0.9362745098039216,0.9887445887445887
0.7699115044247788,0.8962371721778791,0.8807339449541285,0.9230769230769231
0.6758104738154613,0.8917486752460257,0.7974025974025973,0.9116981132075472
0.29729729729729715,0.7164667393675027,0.8138424821002387,0.9268978444236177
0.5207373271889402,0.8778821520068317,0.8015267175572519,0.967741935483871
0.6052060737527114,0.8940505297473512,0.9338422391857506,0.9905178701677607
0.5260416666666667,0.7817418677859391,0.699421965317919,0.8582333696837514
0.5571776155717761,0.7857878475798146,0.7712609970674487,0.8787564766839379
0.592841163310962,0.9267900241351569,0.8164705882352941,0.9694117647058823
0.6077586206896552,0.8946515397082658,0.7045454545454546,0.9494163424124513
0.7004608294930875,0.891254752851711,0.7592592592592593,0.9010654490106544
0.7463414634146341,0.9618768328445748,0.9306666666666666,0.990990990990991
0.48908296943231433,0.8757961783439491,0.8645833333333333,0.9814550641940085
0.5676959619952494,0.8053585500394012,0.9265536723163842,0.9613095238095238
0.7587006960556845,0.9584332533972821,0.8755980861244019,0.9796397807361003
0.6563876651982379,0.8458498023715415,0.7581395348837209,0.9012158054711247
