,precision,recall,f1-score,support
0,1.0,0.7777777777777778,0.875,9.0
1,0.0,0.0,0.0,0.0
2,0.5,0.6666666666666666,0.5714285714285714,3.0
3,1.0,0.7142857142857143,0.8333333333333334,14.0
accuracy,0.7307692307692307,0.7307692307692307,0.7307692307692307,0.7307692307692307
macro avg,0.625,0.5396825396825397,0.5699404761904762,26.0
weighted avg,0.9423076923076923,0.7307692307692307,0.81753663003663,26.0
