,precision,recall,f1-score,support
0,1.0,0.6666666666666666,0.8,9.0
1,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,4.0
3,0.8666666666666667,1.0,0.9285714285714286,13.0
accuracy,0.7307692307692307,0.7307692307692307,0.7307692307692307,0.7307692307692307
macro avg,0.4666666666666667,0.41666666666666663,0.43214285714285716,26.0
weighted avg,0.7794871794871795,0.7307692307692307,0.7412087912087912,26.0
