,precision,recall,f1-score,support
0,1.0,0.7777777777777778,0.875,9.0
1,0.0,0.0,0.0,0.0
2,0.8,0.6666666666666666,0.7272727272727273,6.0
3,0.9090909090909091,0.9090909090909091,0.9090909090909091,11.0
accuracy,0.8076923076923077,0.8076923076923077,0.8076923076923077,0.8076923076923077
macro avg,0.6772727272727272,0.5883838383838383,0.6278409090909091,26.0
weighted avg,0.9153846153846155,0.8076923076923077,0.8553321678321678,26.0
