,precision,recall,f1-score,support
0,0.6,0.3333333333333333,0.42857142857142855,9.0
1,0.0,0.0,0.0,0.0
2,0.3333333333333333,0.16666666666666666,0.2222222222222222,6.0
3,0.3333333333333333,0.45454545454545453,0.38461538461538464,11.0
accuracy,0.34615384615384615,0.34615384615384615,0.34615384615384615,0.34615384615384615
macro avg,0.31666666666666665,0.23863636363636365,0.2588522588522588,26.0
weighted avg,0.4256410256410256,0.34615384615384615,0.36235559312482385,26.0
