,precision,recall,f1-score,support
0,1.0,0.7777777777777778,0.875,9.0
1,0.0,0.0,0.0,0.0
2,0.75,0.75,0.75,4.0
3,1.0,0.8461538461538461,0.9166666666666666,13.0
accuracy,0.8076923076923077,0.8076923076923077,0.8076923076923077,0.8076923076923077
macro avg,0.6875,0.593482905982906,0.6354166666666666,26.0
weighted avg,0.9615384615384616,0.8076923076923077,0.876602564102564,26.0
