,precision,recall,f1-score,support
0,1.0,0.6666666666666666,0.8,9.0
1,0.0,0.0,0.0,0.0
2,1.0,0.6666666666666666,0.8,6.0
3,1.0,1.0,1.0,11.0
accuracy,0.8076923076923077,0.8076923076923077,0.8076923076923077,0.8076923076923077
macro avg,0.75,0.5833333333333333,0.65,26.0
weighted avg,1.0,0.8076923076923077,0.8846153846153846,26.0
