,precision,recall,f1-score,support
0,0.6,0.3333333333333333,0.42857142857142855,9.0
1,0.0,0.0,0.0,0.0
2,0.5,1.0,0.6666666666666666,3.0
3,0.6363636363636364,0.5,0.56,14.0
accuracy,0.5,0.5,0.5,0.5
macro avg,0.4340909090909091,0.4583333333333333,0.4138095238095238,26.0
weighted avg,0.608041958041958,0.5,0.5268131868131868,26.0
