,precision,recall,f1-score,support
0,0.5,0.2222222222222222,0.3076923076923077,9.0
1,0.0,0.0,0.0,0.0
2,0.25,0.3333333333333333,0.2857142857142857,6.0
3,0.2857142857142857,0.36363636363636365,0.32,11.0
accuracy,0.3076923076923077,0.3076923076923077,0.3076923076923077,0.3076923076923077
macro avg,0.2589285714285714,0.2297979797979798,0.22835164835164834,26.0
weighted avg,0.3516483516483516,0.3076923076923077,0.30782755705832626,26.0
