,precision,recall,f1-score,support
0,1.0,0.6666666666666666,0.8,9.0
1,0.0,0.0,0.0,0.0
2,0.8,1.0,0.8888888888888888,4.0
3,1.0,0.8461538461538461,0.9166666666666666,13.0
accuracy,0.8076923076923077,0.8076923076923077,0.8076923076923077,0.8076923076923077
macro avg,0.7,0.6282051282051282,0.6513888888888889,26.0
weighted avg,0.9692307692307692,0.8076923076923077,0.8720085470085471,26.0
