,precision,recall,f1-score,support
0,1.0,1.0,1.0,9.0
1,0.0,0.0,0.0,0.0
2,0.6,0.5,0.5454545454545454,6.0
3,0.9,0.8181818181818182,0.8571428571428571,11.0
accuracy,0.8076923076923077,0.8076923076923077,0.8076923076923077,0.8076923076923077
macro avg,0.625,0.5795454545454546,0.6006493506493507,26.0
weighted avg,0.8653846153846154,0.8076923076923077,0.8346653346653348,26.0
