,precision,recall,f1-score,support
0,0.5,0.3333333333333333,0.4,9.0
1,0.0,0.0,0.0,0.0
2,0.5,0.3333333333333333,0.4,6.0
3,0.45454545454545453,0.45454545454545453,0.45454545454545453,11.0
accuracy,0.38461538461538464,0.38461538461538464,0.38461538461538464,0.38461538461538464
macro avg,0.36363636363636365,0.2803030303030303,0.31363636363636366,26.0
weighted avg,0.4807692307692308,0.38461538461538464,0.4230769230769231,26.0
