,precision,recall,f1-score,support
0,0.5,0.2222222222222222,0.3076923076923077,9.0
1,0.0,0.0,0.0,0.0
2,0.09090909090909091,0.3333333333333333,0.14285714285714285,3.0
3,0.45454545454545453,0.35714285714285715,0.4,14.0
accuracy,0.3076923076923077,0.3076923076923077,0.3076923076923077,0.3076923076923077
macro avg,0.26136363636363635,0.2281746031746032,0.21263736263736266,26.0
weighted avg,0.42832167832167833,0.3076923076923077,0.3383770076077769,26.0
