,precision,recall,f1-score,support
0,0.8888888888888888,0.8888888888888888,0.8888888888888888,9.0
1,0.0,0.0,0.0,0.0
2,0.6,0.5,0.5454545454545454,6.0
3,0.8,0.7272727272727273,0.7619047619047619,11.0
accuracy,0.7307692307692307,0.7307692307692307,0.7307692307692307,0.7307692307692307
macro avg,0.5722222222222222,0.529040404040404,0.549062049062049,26.0
weighted avg,0.7846153846153846,0.7307692307692307,0.7559107559107558,26.0
