,precision,recall,f1-score,support
0,1.0,0.4444444444444444,0.6153846153846154,9.0
1,0.0,0.0,0.0,0.0
2,0.5,0.5,0.5,6.0
3,1.0,0.9090909090909091,0.9523809523809523,11.0
accuracy,0.6538461538461539,0.6538461538461539,0.6538461538461539,0.6538461538461539
macro avg,0.625,0.46338383838383834,0.5169413919413919,26.0
weighted avg,0.8846153846153846,0.6538461538461539,0.7313327697943083,26.0
