,precision,recall,f1-score,support
0,1.0,0.4444444444444444,0.6153846153846154,9.0
1,0.0,0.0,0.0,0.0
2,0.3333333333333333,0.25,0.2857142857142857,4.0
3,0.8,0.9230769230769231,0.8571428571428571,13.0
accuracy,0.6538461538461539,0.6538461538461539,0.6538461538461539,0.6538461538461539
macro avg,0.5333333333333333,0.4043803418803419,0.43956043956043955,26.0
weighted avg,0.7974358974358975,0.6538461538461539,0.6855452240067625,26.0
